Name,CPU,Number of Cores,GPU,Number of Sim Cards,OS,Camera Resolution,Weight/Height,Body Structure,Release Data,Charge through USB,Internal Memory,RAM,Memory Expandable/Type,Display Technology,Warranty,Screen Size,Screen Resolution,Ratio of Screen Size to Body,DAR,Pixel Density,Back Camera Recording,Flashlight,Digital Zoom,Front Facing Cameras,Display Features,Back Facing Cameras,Camera HardWare,OTG,Camera Features,Cellular Network,Supported Networks,USB PORT,Bluetooth,GPS and features,Sensors,Special Features,Battery Capacity,Battery Type,Fast Charge,CPU Frequency,Screen Brightness,Screen Refresh Rate,Screen Glass,Available Colors,Brand,Seller,Score,Price Final,Price No Discount
Xiaomi 13T Pro 5G 512/12GB ,"Mediatek Dimensity 9200+ (4 نانومتری)
",هشت هسته,"Immortalis-G715 MC11
",دو سیم کارت نانو سیم (همزمان فعال),Android 13 با رابط کاربری MIUI 14، این نسخه برای زمانی است که این گوشی معرفی شده است و ممکن است در هنگام خرید شما، آپدیت جدیدتری برای آن آمده باشد و به اندروید ورژن بالاتر ارتقا پیدا کند.,سه گانه 50 + 50 + 12 مگاپیکسل,162.2x75.7x8.5 میلی متر/ 200 گرم,جلو شیشه، پشت شیشه یا پلیمر سیلیکون، فریم پلاستیک,,دارد,512 گیگابایت,12 گیگابایت,ندارد,AMOLED,18 ماه گارانتی شرکتی,6.67 اینچ,68 میلیارد رنگ/ 1220x2712 پیکسل,87.5 درصد,20:9,446 پیکسل در هر اینچ,8K با سرعت 24 فریم بر ثانیه، 4K با سرعت 24، 30، 60 فریم بر ثانیه، 1080p با سرعت 30، 60 فریم بر ثانیه، لرزشگیر الکترونیکی-ژیروسکوپ,دارد,,20 مگاپیکسل,فناوری HDR10+,سه گانه 50 + 50 + 12 مگاپیکسل,,دارد,لنز لیکا، قابلیت عکاسی پانوراما (Panorama)، قابلیت HDR در عکاسی و HDR10+ در فیلمبرداری,5G,GSM/HSPA/LTE/5G,"دارد/ USB Type-C 2.0
","دارد/ ورژن 5.4 پشتیبانی از A2DP و LE
","دارد / GPS (L1+L5) ،GLONASS (G1) ،GALILEO (E1+E5a) ،QZSS (L1+L5) ،NavIC (L5) ،BDS
",حسگر اثر انگشت (زیر نمایشگر)، شتاب‌ سنج، ژیروسکوپ، سنسور مجاورت، قطب‌ نما، سنسور طیف سنج,,5000 میلی آمپر ساعت,"لیتیوم پلیمری/ خیر
",دارد، پشتیبانی از شارژ سریع 120 وات، PD3.0 و QC4,1 هسته 3.35 گیگاهرتز Cortex-X3 و 3 هسته 3.0 گیگاهرتز Cortex-A715 و 4 هسته 2.0 گیگاهرتز Cortex-A510,1200 نیت (HBM)، 2600 نیت در حالت حداکثر,144 هرتز,گوریلا گلس 5,['مشکی'],گوشی شیائومی,باتوهمراه,4.5,,"33,975,000"
Xiaomi 13T Pro 5G 512/12GB ,"Mediatek Dimensity 9200+ (4 نانومتری)
",هشت هسته,"Immortalis-G715 MC11
",دو سیم کارت نانو سیم (همزمان فعال),Android 13 با رابط کاربری MIUI 14، این نسخه برای زمانی است که این گوشی معرفی شده است و ممکن است در هنگام خرید شما، آپدیت جدیدتری برای آن آمده باشد و به اندروید ورژن بالاتر ارتقا پیدا کند.,سه گانه 50 + 50 + 12 مگاپیکسل,162.2x75.7x8.5 میلی متر/ 200 گرم,جلو شیشه، پشت شیشه یا پلیمر سیلیکون، فریم پلاستیک,,دارد,512 گیگابایت,12 گیگابایت,ندارد,AMOLED,18 ماه گارانتی شرکتی,6.67 اینچ,68 میلیارد رنگ/ 1220x2712 پیکسل,87.5 درصد,20:9,446 پیکسل در هر اینچ,8K با سرعت 24 فریم بر ثانیه، 4K با سرعت 24، 30، 60 فریم بر ثانیه، 1080p با سرعت 30، 60 فریم بر ثانیه، لرزشگیر الکترونیکی-ژیروسکوپ,دارد,,20 مگاپیکسل,فناوری HDR10+,سه گانه 50 + 50 + 12 مگاپیکسل,,دارد,لنز لیکا، قابلیت عکاسی پانوراما (Panorama)، قابلیت HDR در عکاسی و HDR10+ در فیلمبرداری,5G,GSM/HSPA/LTE/5G,"دارد/ USB Type-C 2.0
","دارد/ ورژن 5.4 پشتیبانی از A2DP و LE
","دارد / GPS (L1+L5) ،GLONASS (G1) ،GALILEO (E1+E5a) ،QZSS (L1+L5) ،NavIC (L5) ،BDS
",حسگر اثر انگشت (زیر نمایشگر)، شتاب‌ سنج، ژیروسکوپ، سنسور مجاورت، قطب‌ نما، سنسور طیف سنج,,5000 میلی آمپر ساعت,"لیتیوم پلیمری/ خیر
",دارد، پشتیبانی از شارژ سریع 120 وات، PD3.0 و QC4,1 هسته 3.35 گیگاهرتز Cortex-X3 و 3 هسته 3.0 گیگاهرتز Cortex-A715 و 4 هسته 2.0 گیگاهرتز Cortex-A510,1200 نیت (HBM)، 2600 نیت در حالت حداکثر,144 هرتز,گوریلا گلس 5,['مشکی'],گوشی شیائومی,آی تی متاکو,4.5,,"34,500,000"
Samsung Galaxy A04s 128/4GB - Vietnam,"Exynos 850 (8nm) / هشت هسته‌ای / (چهار هسته 2.0 گیگاهرتز Cortex-A55 بهمراه چهار هسته 2.0 گیگاهرتز Cortex-A55)
",هشت هسته,"Mali-G52
","دوسیم کارت (نانو سیم - همزمان فعال )
","Android OS, v12 - این نسخه برای زمانی است که این گوشی معرفی شده است و ممکن است در هنگام خرید شما، آپدیت جدیدتری برای آن آمده باشد و به اندروید ورژن بالاتر ارتقا پیدا کند./ رابط کاربری One UI Core 4.0
","سه گانه 50 مگاپیکسل + 2 مگاپیکسل + 2 مگاپیکسل
","164.7 × 76.7 × 9.1 میلی متر / 195 گرم
","جلوی شیشه‌ای، پشت پلاستیکی، فریم پلاستیکی
","شهریور ماه 1401
",دارد,"128 گیگابایت
","4 گیگابایت
","دارد / microSDXC
","PLS LCD
",18 ماه گارانتی شرکتی,"6.5 اینچ
","16 میلیون رنگ، 1600×720 پیکسل
","80.7 درصد
","20:9
","270 پیکسل در اینچ
","1080p و 30 فریم بر ثانیه
","فلاش LED
",,5 مگاپیکسل,"حداکثر نرخ نوسازی (Refresh Rate) 90 هرتز / حداکثر روشنایی 400 نیت (Peak)
","سه گانه 50 مگاپیکسل + 2 مگاپیکسل + 2 مگاپیکسل
",,,"Panorama, HDR
","4.5G
","GSM / HSPA / LTE / LTE-A
","USB Type-C 2.0
","دارد/ ورژن 5.0، همراه با A2DP، LE
","دارد / با قابلیت ساپورت A-GPS, GLONASS, BDS, GALILEO, QZSS
","اثر انگشت کنار گوشی Fingerprint (side-mounted) / شتاب‌سنج accelerometer / مجاورت Virtual Proximity Sensing
",,"5000 میلی آمپر ساعت
","لیتیوم پلیمری/ خیر
",دارد، 15 وات,,,,,"['مسی', 'مشکی']",گوشی سامسونگ,اعتماد همراه خاورمیانه,4.7,,"6,230,000"
Samsung Galaxy A04s 128/4GB - Vietnam,"Exynos 850 (8nm) / هشت هسته‌ای / (چهار هسته 2.0 گیگاهرتز Cortex-A55 بهمراه چهار هسته 2.0 گیگاهرتز Cortex-A55)
",هشت هسته,"Mali-G52
","دوسیم کارت (نانو سیم - همزمان فعال )
","Android OS, v12 - این نسخه برای زمانی است که این گوشی معرفی شده است و ممکن است در هنگام خرید شما، آپدیت جدیدتری برای آن آمده باشد و به اندروید ورژن بالاتر ارتقا پیدا کند./ رابط کاربری One UI Core 4.0
","سه گانه 50 مگاپیکسل + 2 مگاپیکسل + 2 مگاپیکسل
","164.7 × 76.7 × 9.1 میلی متر / 195 گرم
","جلوی شیشه‌ای، پشت پلاستیکی، فریم پلاستیکی
","شهریور ماه 1401
",دارد,"128 گیگابایت
","4 گیگابایت
","دارد / microSDXC
","PLS LCD
",18 ماه گارانتی شرکتی,"6.5 اینچ
","16 میلیون رنگ، 1600×720 پیکسل
","80.7 درصد
","20:9
","270 پیکسل در اینچ
","1080p و 30 فریم بر ثانیه
","فلاش LED
",,5 مگاپیکسل,"حداکثر نرخ نوسازی (Refresh Rate) 90 هرتز / حداکثر روشنایی 400 نیت (Peak)
","سه گانه 50 مگاپیکسل + 2 مگاپیکسل + 2 مگاپیکسل
",,,"Panorama, HDR
","4.5G
","GSM / HSPA / LTE / LTE-A
","USB Type-C 2.0
","دارد/ ورژن 5.0، همراه با A2DP، LE
","دارد / با قابلیت ساپورت A-GPS, GLONASS, BDS, GALILEO, QZSS
","اثر انگشت کنار گوشی Fingerprint (side-mounted) / شتاب‌سنج accelerometer / مجاورت Virtual Proximity Sensing
",,"5000 میلی آمپر ساعت
","لیتیوم پلیمری/ خیر
",دارد، 15 وات,,,,,"['مسی', 'مشکی']",گوشی سامسونگ,تامین محصول  تهران,4.7,,"6,499,000"
Motorola Moto G14 4G 128/4GB,Unisoc Tiger T616 (12 نانومتری),هشت هسته,Mali-G57 MP1,دو سیم‌ کارت نانو سیم (همزمان فعال),Android 13 (در زمان عرضه),,161.5x73.8x8 میلی متر/ 177 گرم,جلو شیشه، فریم و پشت پلاستیک,,,128 گیگابایت ,4 گیگابایت ,دارد/ microSDXC، درگاه اختصاصی,IPS LCD,18 ماه گارانتی شرکتی,6.5 اینچ,2400x1080 پیکسل,85.6%,20:9,حدود 405 پیکسل بر اینچ,1080p با سرعت 30 فریم بر ثانیه,دارد ,,8 مگاپیکسل,,دو گانه 50 مگاپیکسل + 2 مگاپیکسل,,,HDR ،panorama,4G,GSM /HSPA /LTE,دارد/ USB Type-C 2.0,دارد/ ورژن 5.0، همراه با A2DP، LE,"GPS ،GLONASS ،GALILEO
",حسگر اثر انگشت (کنار بدنه)، شتاب‌ سنج، ژیروسکوپ، سنسور مجاورت ,,5000 میلی آمپر ساعت,لیتیوم پلیمری / خیر,,2 هسته 2.0 گیگاهرتزی Cortex-A75 و 6 هسته 1.8 گیگاهرتزی Cortex-A55,,,"Panda Glass
","['آبی', 'خاکستری', 'کرم']",گوشی موتورولا,هنرمندان,4.67,"4,999,000","5,250,000"
Nokia 130 (2017) Dual SIM,,,,,,VGA,111.5×48.4×14.2 میلی متر,,تیر 1396,دارد,8 مگابایت,4 مگابایت,دارد/ MicroSD تا 32 گیگابایت,TFT,18 ماه گارانتی شرکتی,1.8 اینچ,65000 رنگ/ 120×160 پیکسل,18.6 درصد,4:3,111 ppi,دارد,دارد (چراغ قوه),,,,VGA,,,,,GSM,دارد/ MicroUSB ورژن 2.0,دارد/ ورژن 3.0,ندارد,,,1020 میلی‌آمپر ساعت,لیتیوم یونی/ بله,,,,,,['مشکی'],گوشی نوکیا,تامین محصول  تهران,4.28,"2,199,000","2,599,000"
Motorola moto E13 64/2GB,"Unisoc T606 (12 نانومتری)
",هشت هسته,"Mali-G57 MP1
","دو سیم‌ کارت نانو سیم (همزمان فعال)
","اندروید 13 - نسخه Go
","13 مگاپیکسل
","164.2x75x8.5 میلی‌ متر / 179.5 گرم
",جلو شیشه، قاب پشت و فریم پلاستیک,"بهمن 1401
",,64 گیگابایت,2 گیگابایت,"دارد/ microSDXC (جایگاه اختصاصی)
","IPS LCD
",18 ماه گارانتی هما تلکام,"6.5 اینچ
","720x1600 پیکسل
",82.8 درصد,"20:9
",270 پیکسل در اینچ,"کیفیت 1080p با سرعت 30 فریم بر ثانیه
",LED,,"5 مگاپیکسل
",,"13 مگاپیکسل
",,دارد,,"GSM ،HSPA ،LTE
",,"USB Type-C 2.0
",دارد / نسخه 5.0 پشتیبانی از A2DP از نوع کم مصرف یا LE,"دارد / GLONASS، GALILEO
",شتاب‌ سنج، حسگر مجاورت,,"5000 میلی‌ آمپر ساعت
","لیتیوم پلیمری/ غیر قابل تعویض توسط کاربر
",,"2 هسته 1.6 گیگاهرتز Cortex-A75 و 6 هسته 1.6 گیگاهرتز Cortex-A55
",,,,['مشکی'],گوشی موتورولا,تکنولایف,4.54,"3,300,000","3,350,000"
Motorola moto E13 64/2GB,"Unisoc T606 (12 نانومتری)
",هشت هسته,"Mali-G57 MP1
","دو سیم‌ کارت نانو سیم (همزمان فعال)
","اندروید 13 - نسخه Go
","13 مگاپیکسل
","164.2x75x8.5 میلی‌ متر / 179.5 گرم
",جلو شیشه، قاب پشت و فریم پلاستیک,"بهمن 1401
",,64 گیگابایت,2 گیگابایت,"دارد/ microSDXC (جایگاه اختصاصی)
","IPS LCD
",18 ماه گارانتی هما تلکام,"6.5 اینچ
","720x1600 پیکسل
",82.8 درصد,"20:9
",270 پیکسل در اینچ,"کیفیت 1080p با سرعت 30 فریم بر ثانیه
",LED,,"5 مگاپیکسل
",,"13 مگاپیکسل
",,دارد,,"GSM ،HSPA ،LTE
",,"USB Type-C 2.0
",دارد / نسخه 5.0 پشتیبانی از A2DP از نوع کم مصرف یا LE,"دارد / GLONASS، GALILEO
",شتاب‌ سنج، حسگر مجاورت,,"5000 میلی‌ آمپر ساعت
","لیتیوم پلیمری/ غیر قابل تعویض توسط کاربر
",,"2 هسته 1.6 گیگاهرتز Cortex-A75 و 6 هسته 1.6 گیگاهرتز Cortex-A55
",,,,['مشکی'],گوشی موتورولا,هنرمندان,4.54,"3,299,000","3,350,000"
GLX 2690 Gold Mini Plus Dual Sim,,,,"دو سیم کارت، نرمال و مینی
",,,112x43x12.9 میلی متر/ 85 گرم,,,,8 مگابایت,32 مگابایت ,دارد/ تا 8 گیگابایت,,24 ماه گارانتی انفورماتیک گستر به همراه 12 ماه بیمه,1.54 اینچ,QVGA,,,,,,,,,VGA,,,,,,,دارد,,,,"900 میلی آمپر ساعت
",,,,,,,['طلایی'],گوشی جی ال ایکس,تکنولایف,4.5,"859,000","890,000"
Honor X8a (CRT-LX2) 128/8GB,"Mediatek Helio G88 (12nm)، هشت  هسته‌ ای (دو هسته‌ 2.0 گیگاهرتز Cortex-A75، شش هسته‌ 1.8 گیگاهرتز Cortex-A55)

",هشت هسته,"Mali-G52 MC2
","دو سیم‌ کارت (نانو - سیم، همزمان فعال (dual stand-by))
",اندروید 12، این نسخه برای زمانی است که این گوشی معرفی شده است و ممکن است در هنگام خرید شما، آپدیت جدیدتری برای آن آمده باشد و به اندروید ورژن بالاتر ارتقا پیدا کند، رابط کاربری Magic UI 6.1، پشتیبانی از Google Play Services,"سه گانه 100 مگاپیکسل + 5 مگاپیکسل + 2 مگاپیکسل 
","162.9x74.5x7.5 میلی‌ متر/ 179 گرم
",,8 فوریه سال 2023,دارد,"128 گیگابایت
",8 گیگابایت,ندارد,"IPS LCD
",18 ماه گارانتی شرکتی,6.7 اینچ ,"16 میلیون رنگ، 1080x2388 پیکسل 
","89.6 درصد
",20:9,391 پیکسل در اینچ,"دارد، 1080p@30fps
","فلاش LED
","دارد
","دارد/ 16 مگاپیکسل (f/2.5) فیلمبرداری 1080p@30fps
",نرخ به روز رسانی 90 هرتز ,سه گانه 100 مگاپیکسل + 5 مگاپیکسل + 2 مگاپیکسل,"دوربین اصلی 100 مگاپیکسل با دریچه دیافراگم f/1.9، دوربین فوق عریض 5 مگاپیکسل با دریچه دیافراگم f/2.2، دوربین ماکرو 2 مگاپیکسل با دریچه دیافراگم f/2.4
",دارد,"پانوراما، HDR
",4G,GSM ،HSPA ،LTE,"دارد/ USB Type-C 2.0
","دارد/ نسخه 5.1
","GPS ،GLONASS ،GALILEO ،BDS
",اثر انگشت جانبی (Side-Mounted)، شتاب سنج (Accelerometer)، قطب نما (Compass),,"4500 میلی‌ آمپر ساعت
",لیتیوم پلیمری/ نیست,22.5 واتی، 50 درصد در 30 دقیقه,,,,,"['آبی', 'نقره\u200cای', 'مشکی']",گوشی آنر,تکنولایف,4.09,,"7,300,000"
Honor X8a (CRT-LX2) 128/8GB,"Mediatek Helio G88 (12nm)، هشت  هسته‌ ای (دو هسته‌ 2.0 گیگاهرتز Cortex-A75، شش هسته‌ 1.8 گیگاهرتز Cortex-A55)

",هشت هسته,"Mali-G52 MC2
","دو سیم‌ کارت (نانو - سیم، همزمان فعال (dual stand-by))
",اندروید 12، این نسخه برای زمانی است که این گوشی معرفی شده است و ممکن است در هنگام خرید شما، آپدیت جدیدتری برای آن آمده باشد و به اندروید ورژن بالاتر ارتقا پیدا کند، رابط کاربری Magic UI 6.1، پشتیبانی از Google Play Services,"سه گانه 100 مگاپیکسل + 5 مگاپیکسل + 2 مگاپیکسل 
","162.9x74.5x7.5 میلی‌ متر/ 179 گرم
",,8 فوریه سال 2023,دارد,"128 گیگابایت
",8 گیگابایت,ندارد,"IPS LCD
",18 ماه گارانتی شرکتی,6.7 اینچ ,"16 میلیون رنگ، 1080x2388 پیکسل 
","89.6 درصد
",20:9,391 پیکسل در اینچ,"دارد، 1080p@30fps
","فلاش LED
","دارد
","دارد/ 16 مگاپیکسل (f/2.5) فیلمبرداری 1080p@30fps
",نرخ به روز رسانی 90 هرتز ,سه گانه 100 مگاپیکسل + 5 مگاپیکسل + 2 مگاپیکسل,"دوربین اصلی 100 مگاپیکسل با دریچه دیافراگم f/1.9، دوربین فوق عریض 5 مگاپیکسل با دریچه دیافراگم f/2.2، دوربین ماکرو 2 مگاپیکسل با دریچه دیافراگم f/2.4
",دارد,"پانوراما، HDR
",4G,GSM ،HSPA ،LTE,"دارد/ USB Type-C 2.0
","دارد/ نسخه 5.1
","GPS ،GLONASS ،GALILEO ،BDS
",اثر انگشت جانبی (Side-Mounted)، شتاب سنج (Accelerometer)، قطب نما (Compass),,"4500 میلی‌ آمپر ساعت
",لیتیوم پلیمری/ نیست,22.5 واتی، 50 درصد در 30 دقیقه,,,,,"['آبی', 'نقره\u200cای', 'مشکی']",گوشی آنر,هنرمندان,4.09,,"7,575,000"
Samsung Galaxy A15 4G 128/4GB,"Mediatek Helio G99 (6nm)

",هشت هسته,Mali-G57 MC2,دو سیم کارت نانوسیم، هیبریدی (همزمان فعال),اندروید 14، رابط کاربری One UI 6,,160.1x76.8x8.4 میلی متر/ 200 گرم,جلو شیشه، پشت و فریم پلاستیک,,,128 گیگابایت,4 گیگابایت,دارد/ microSDXC (مشترک با اسلات سیم کارت),"Super AMOLED
",18 ماه گارانتی شرکتی,6.5 اینچ,1080x2340 پیکسل,~84.3%,19.5:9,~396 پیکسل در هر اینچ,1080p با سرعت 30 فریم بر ثانیه ,دارد ,,13 مگاپیکسل,,سه گانه 50 مگاپیکسل + 5 مگاپیکسل + 2 مگاپیکسل ,,,"LED flash ،panorama ،HDR
",4G,GSM /HSPA /LTE,دارد/ USB Type-C 2.0,دارد/ نسخه 5.3، A2DP و LE,"دارد/ GPS ،GALILEO ،GLONASS ،BDS ،QZSS
",حسگر اثر انگشت، شتاب‌سنج، قطب‌نما، حسگر مجاورت مجازی، ژئومغناطیسی، سنسور نور,,5000 میلی آمپر ساعت,,دارد/ 25 وات,2 هسته 2.2 گیگاهرتزی Cortex-A76 و 6 هسته 2.0 گیگاهرتزی Cortex-A55,800 نیت,90 هرتز,,"['زرد', 'آبی روشن', 'سرمه\u200cای']",گوشی سامسونگ,تامین محصول  تهران,3.5,"6,219,000","6,249,000"
Samsung Galaxy A15 4G 128/4GB,"Mediatek Helio G99 (6nm)

",هشت هسته,Mali-G57 MC2,دو سیم کارت نانوسیم، هیبریدی (همزمان فعال),اندروید 14، رابط کاربری One UI 6,,160.1x76.8x8.4 میلی متر/ 200 گرم,جلو شیشه، پشت و فریم پلاستیک,,,128 گیگابایت,4 گیگابایت,دارد/ microSDXC (مشترک با اسلات سیم کارت),"Super AMOLED
",18 ماه گارانتی شرکتی,6.5 اینچ,1080x2340 پیکسل,~84.3%,19.5:9,~396 پیکسل در هر اینچ,1080p با سرعت 30 فریم بر ثانیه ,دارد ,,13 مگاپیکسل,,سه گانه 50 مگاپیکسل + 5 مگاپیکسل + 2 مگاپیکسل ,,,"LED flash ،panorama ،HDR
",4G,GSM /HSPA /LTE,دارد/ USB Type-C 2.0,دارد/ نسخه 5.3، A2DP و LE,"دارد/ GPS ،GALILEO ،GLONASS ،BDS ،QZSS
",حسگر اثر انگشت، شتاب‌سنج، قطب‌نما، حسگر مجاورت مجازی، ژئومغناطیسی، سنسور نور,,5000 میلی آمپر ساعت,,دارد/ 25 وات,2 هسته 2.2 گیگاهرتزی Cortex-A76 و 6 هسته 2.0 گیگاهرتزی Cortex-A55,800 نیت,90 هرتز,,"['زرد', 'آبی روشن', 'سرمه\u200cای']",گوشی سامسونگ,آی تی متاکو,3.5,"6,219,000","6,255,000"
Nokia 106 (2018) FA Dual SIM ,Mediatek MT6261D,,,دو سیم کارت (مینی سیم - همزمان فعال ),بدون سیستم عامل,,111.2x49.5x14.4 میلی‌ متر/ 70.2 گرم,بدنه پلاستیکی,آبان ماه سال 1397,,4 مگابایت,4 مگابایت,ندارد,TFT,18 ماه گارانتی شرکتی,1.8 اینچ,65000 رنگ/ 120x160 پیکسل,18.2 درصد,4:3,111 ppi,,,,,,ندارد,,,,,GSM,دارد/ MicroUSB ورژن 2.0,ندارد,ندارد,,,800 میلی‌آمپر ساعت,لیتیوم یونی/ بله,,,,,,['مشکی'],گوشی نوکیا,تامین محصول  تهران,4.64,"1,849,000","1,890,000"
